"","type","text"
"2998","ham","Waaaat?? Lololo ok next time then!"
"2999","ham","All will come alive.better correct any good looking figure there itself.."
"3000","ham","Easy mate, * guess the quick drink was bit ambitious."
"3001","ham","For fear of fainting with the of all that housework you just did? Quick have a cuppa"
"3002","ham","K..k..i'm also fine:)when will you complete the course?"
"3003","ham","Got it. Seventeen pounds for seven hundred ml €“ hope ok."
"3004","spam","Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
"3005","ham","Ok then i will come to ur home after half an hour"
"3006","ham","I was at bugis juz now wat... But now i'm walking home oredi... u so late then reply... I oso saw a top dat i like but din buy... Where r u now? "
"3007","ham","Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
"3008","ham","How are you enjoying this semester? Take care brother."
"3009","ham","Ok which your another number"
"3010","ham","Ok that's great thanx a lot."
"3011","ham","I'm ok. Will do my part tomorrow"
"3012","ham","Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now..."
"3013","ham","If you r @ home then come down within 5 min"
"3014","spam","Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
"3015","ham","I.ll give her once i have it. Plus she said grinule greet you whenever we speak"
"3016","ham","Those ducking chinchillas"
"3017","ham","Haha, that was the first person I was gonna ask"
"3018","ham","Thnx dude. u guys out 2nite?"
"3019","spam","For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
"3020","spam","Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL"
"3021","ham","Haf u eaten? Wat time u wan me 2 come?"
"3022","ham","You didnt complete your gist oh."
"3023","ham","Or better still can you catch her and let ask her if she can sell  #  for me."
"3024","ham","IM LATE TELLMISS IM ON MY WAY"
"3025","ham","Match started.india  #  for 2"
"3026","spam","YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
"3027","ham","Just checked out, heading out to drop off my stuff now"
"3028","ham","Was the farm open?"
"3029","ham","Indeed and by the way it was either or - not both !"
"3030","ham","Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting."
"3031","ham","NO GIFTS!! You trying to get me to throw myself off a cliff or something?"
"3032","spam","Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
"3033","ham","True. Its easier with her here."
"3034","ham","Me also da, i feel yesterday night  wait til 2day night dear."
"3035","ham","That's fine, have him give me a call if he knows what he wants or has any questions"
"3036","ham","Hey i will be late... i'm at amk. Need to drink tea or coffee"
"3037","ham","Can you pls send me that company name. In saibaba colany"
"3038","ham","Might ax well im there."
"3039","ham","I'm so in love with you. I'm excited each day i spend with you. You make me so happy."
"3040","spam","HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
"3041","ham","Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
"3042","spam","Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com"
"3043","ham","I'm in office now da:)where are you?"
"3044","spam","Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk"
"3045","ham","The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead & wish U Merry Xmas..."
"3046","ham","Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
"3047","ham","Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
"3048","ham","Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
"3049","spam","Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546"
"3050","ham","Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx"
"3051","ham","I havent add u yet right.. "
"3052","ham","Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
"3053","ham","I know that my friend already told that."
"3054","ham","I told that am coming on wednesday."
"3055","ham","I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
"3056","ham","Same, I'm at my great aunts anniversary party in tarpon springs"
"3057","ham","And how you will do that, princess? :)"
"3058","ham","Oh yeah! And my diet just flew out the window"
"3059","ham","Just sleeping..and surfing"
"3060","ham","Today is song dedicated day.. Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
"3061","ham","Do you know when dad will be back?"
"3062","ham","I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :("
"3063","ham","Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?"
"3064","ham","It wont b until 2.15 as trying 2 sort house out, is that ok?"
"3065","ham","Dont talk to him ever ok its my word."
"3066","ham","That's good, because I need drugs"
"3067","ham","Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?"
"3068","ham","Umma. Did she say anything"
"3069","ham","Hey! Congrats 2u2. id luv 2 but ive had 2 go home!"
"3070","ham","Lol! Oops sorry! Have fun. "
"3071","ham","K ill drink.pa then what doing. I need srs model pls send it to my mail id pa."
"3072","ham","Not from this campus. Are you in the library?"
"3073","ham","I went to project centre"
"3074","ham","How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ..."
"3075","ham","I ask if u meeting da ge tmr nite..."
"3076","ham","Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
"3077","ham","Geeeee ... I love you so much I can barely stand it"
"3078","ham","Its not the same here. Still looking for a job. How much do Ta's earn there."
"3079","ham","Yup i'm elaborating on the safety aspects and some other issues.."
"3080","ham","I cant pick the phone right now. Pls send a message"
"3081","ham","Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k."
"3082","ham","Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
"3083","ham","Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
"3084","ham","Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
"3085","ham","Its ok..come to my home it vl nice to meet and v can chat.."
"3086","ham","He's in lag. That's just the sad part but we keep in touch thanks to skype"
"3087","ham","Give me a sec to think think about it"
"3088","ham","Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
"3089","ham","That means get the door"
"3090","ham","Ok no prob"
"3091","spam","Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs"
"3092","ham","If you're thinking of lifting me one then no."
"3093","ham","The hair cream has not been shipped."
"3094","spam","Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
"3095","ham","I dont. Can you send it to me. Plus how's mode."
"3096","ham","Hi Chikku, send some nice msgs"
"3097","ham","I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
"3098","ham","From tomorrow onwards eve 6 to 3 work."
"3099","ham","No need for the drug anymore."
"3100","ham","Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath"
"3101","ham","Spoons it is then okay?"
"3102","ham","Well obviously not because all the people in my cool college life went home ;_;"
"3103","ham","CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
"3104","ham","No screaming means shouting.."
"3105","ham","I will come to ur home now"
"3106","ham","I dont have i shall buy one dear"
"3107","ham","Machan you go to gym tomorrow,  i wil come late goodnight."
"3108","ham","What you did in  leave."
"3109","ham","I will be outside office take all from there"
"3110","ham","I can probably come by, everybody's done around  #  right?"
"3111","ham","Yar lor actually we quite fast... Cos da ge slow wat... Haha..."
"3112","ham","Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat..."
"3113","ham","Yup ok..."
"3114","ham","Ugh hopefully the asus ppl dont randomly do a reformat."
"3115","ham","Tell me pa. How is pain de."
"3116","spam","This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
"3117","ham","Thanks love. But am i doing torch or bold."
"3118","ham","Get down in gandhipuram and walk to cross cut road. Right side # street road and turn at first right."
"3119","ham","I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?"
"3120","spam","74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC"
"3121","ham","Love you aathi..love u lot.."
"3122","ham","Nt joking seriously i told"
"3123","ham","FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
"3124","ham","Me too! Have a lovely night xxx"
"3125","ham","Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx"
"3126","ham","Ok lor."
"3127","spam","Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
"3128","ham","Happy new year. Hope you are having a good semester"
"3129","ham","Tell rob to mack his gf in the theater"
"3130","ham","What do u reckon as need 2 arrange transport if u can't do it, thanks"
"3131","ham","Thanx..."
"3132","ham","There is no sense in my foot and penis."
"3133","ham","Jus came back fr lunch wif my sis only. U leh?"
"3134","spam","Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123"
"3135","ham","I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud."
"3136","ham","Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago."
